label,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,tweet_id
non-rumor,-31842002.74798387,231.34475806451613,18589.34607645875,70052.12877263581,1173.9356136820925,182.21730382293762,41851.62374245473,489.0,0.0,7.0,0.014112903225806451,1602.0,119426.0,320542.0,33890938.0,119723.0,59968.0,1029353.0,0.012072434607645875,693181857261719553
non-rumor,-4055533.8885017424,362.34843205574913,32238.064846416382,23725.037542662118,1090.8873720136519,163.02047781569965,54191.266211604096,277.0,0.0,10.0,0.03484320557491289,7625.0,33554.0,707099.0,6285659.0,33830.0,38757.0,715640.0,0.0034129692832764505,693200309955469312
true,-34498.46341463415,-17686.94512195122,13011.533333333333,1715.6,1398.1090909090908,74.87272727272727,26703.40606060606,155.0,0.0,9.0,0.054878048780487805,4394.0,19384.0,423424.0,74538.0,56934.0,1651.0,437864.0,0.01818181818181818,525049639016615937
unverified,-4450.710144927536,-1735.0434782608695,72029.86842105263,7434.539473684211,5814.4078947368425,86.71052631578948,104760.02631578948,54.0,0.0,15.0,0.21739130434782608,33674.0,34288.0,406976.0,46631.0,42621.0,360.0,410446.0,0.0,755475529294352385
non-rumor,-12064919.618131869,398.3489010989011,42535.988980716254,40457.23415977961,2272.807162534435,326.0633608815427,79758.40771349863,361.0,0.0,3.0,0.008241758241758242,1643.0,85255.0,911016.0,13259003.0,85485.0,63394.0,1320250.0,0.049586776859504134,692516224245235712
unverified,-205439.26126126127,-6679.90990990991,30728.65765765766,4458.936936936937,1496.7657657657658,94.72972972972973,56546.45945945946,107.0,0.0,4.0,0.036036036036036036,911.0,9143.0,417676.0,221578.0,17829.0,3979.0,524134.0,0.0,707604196812591104
true,-13329292.916363636,152.84121212121212,12190.701818181818,21297.99515151515,948.609696969697,159.28121212121212,30548.08121212121,801.0,0.0,24.0,0.02909090909090909,105780.0,125614.0,564686.0,15957520.0,126024.0,102399.0,828704.0,0.014545454545454545,614790312955904000
unverified,-37582.52409638554,-3033.897590361446,61926.91329479769,4210.236994219653,3172.7109826589594,99.04624277456648,82450.03468208092,158.0,0.0,8.0,0.04819277108433735,96285.0,68780.0,502828.0,136798.0,69961.0,2153.0,740479.0,0.011560693641618497,765739657908850688
non-rumor,-10168473.68640351,-102409.87171052632,20711.7220412595,13734.678610206298,899.8697068403909,61.960912052117266,36803.72638436482,877.0,0.0,35.0,0.03837719298245614,14621.0,3287.0,718442.0,11592988.0,117512.0,35870.0,602433.0,0.003257328990228013,687748306571804672
true,-61357.742268041235,-603.8041237113403,28912.591836734693,3642.418367346939,1311.5,28.183673469387756,41849.47959183674,96.0,0.0,1.0,0.010309278350515464,132.0,21773.0,365352.0,76111.0,22782.0,294.0,446965.0,0.01020408163265306,544520273718812672
unverified,-83795.35344827586,-3472.5258620689656,70694.34074074074,11463.74074074074,8811.222222222223,124.02962962962962,107519.01481481481,113.0,0.0,3.0,0.02586206896551724,105436.0,136820.0,516698.0,205078.0,144061.0,891.0,628976.0,0.0,748558349139058688
true,-137177.875,-8800.767857142857,33318.9203539823,11077.858407079646,9715.734513274336,206.00884955752213,76410.35398230089,107.0,0.0,5.0,0.044642857142857144,178976.0,753774.0,275035.0,367693.0,768314.0,4267.0,495331.0,0.11504424778761062,544350712365207552
non-rumor,-34656386.89285714,1254.857142857143,19433.113832853025,111990.82132564842,1482.314121037464,533.0317002881844,63662.556195965415,693.0,0.0,7.0,0.01,1705.0,127846.0,657171.0,39537355.0,127849.0,134829.0,1712257.0,0.025936599423631124,688741019979001856
true,-3003037.712,59.63733333333333,17437.534574468085,21560.912234042553,1063.2659574468084,203.5904255319149,22068.869680851065,368.0,0.0,7.0,0.018666666666666668,2775.0,16539.0,357642.0,3803955.0,17941.0,39299.0,446407.0,0.02925531914893617,614702244001382400
non-rumor,-32685354.271111112,335.88,19451.681415929204,150586.26991150444,635.5353982300885,293.37610619469024,40000.933628318584,220.0,0.0,5.0,0.022222222222222223,709.0,6575.0,400609.0,33890938.0,6872.0,59968.0,1506202.0,0.01327433628318584,693641113693884416
non-rumor,-16991674.378623188,-848.5344202898551,41690.70503597122,37346.38129496403,2796.838129496403,171.77338129496403,59980.73021582734,546.0,0.0,6.0,0.010869565217391304,1507.0,142189.0,684890.0,18518028.0,142587.0,65781.0,1086840.0,0.0035971223021582736,767861179951648768
true,-160401.33898305084,4951.016949152542,9357.185483870968,7057.2661290322585,5383.508064516129,112.0,25501.65322580645,114.0,0.0,4.0,0.03389830508474576,318909.0,501814.0,121267.0,503335.0,502111.0,3059.0,609553.0,0.04838709677419355,524925987239120897
non-rumor,-10599242.211610487,283.0543071161049,16773.659217877095,40466.56238361266,1190.5176908752328,284.62383612662944,40633.117318435754,523.0,0.0,11.0,0.020599250936329586,20038837.0,39779.0,505016.0,20398119.0,39834.0,117799.0,1712257.0,0.01303538175046555,666335363099660288
non-rumor,-32590240.17857143,342.8624338624339,20592.60840998686,45276.490144546646,681.1931668856768,96.11169513797634,32558.558475689882,747.0,0.0,9.0,0.011904761904761904,1326.0,14709.0,524497.0,33890893.0,15006.0,59968.0,1029353.0,0.00788436268068331,692550140754841603
non-rumor,-12947166.116666667,1859.0,36261.395348837206,47281.28239202658,2232.9833887043187,374.16943521594686,94968.02990033223,298.0,0.0,2.0,0.006666666666666667,1571.0,37362.0,365539.0,13258998.0,37592.0,63394.0,2193839.0,0.036544850498338874,688755462783782912
non-rumor,-519564.8493589744,-836.286858974359,27978.573692551505,4364.129952456418,897.6703645007924,46.562599049128366,57481.55150554675,588.0,0.0,36.0,0.057692307692307696,290371.0,45458.0,701790.0,1082720.0,49308.0,9233.0,770799.0,0.004754358161648178,676491949524713473
non-rumor,-33003382.735465117,521.0930232558139,23302.56069364162,98781.99421965318,846.0202312138729,196.42485549132948,44855.61849710983,342.0,0.0,2.0,0.005813953488372093,326.0,17988.0,512450.0,33890762.0,18285.0,59973.0,1029374.0,0.002890173410404624,693939356390653952
unverified,-214633.4758064516,-530.6048387096774,13646.166666666666,2559.4285714285716,740.1825396825396,37.17460317460318,20053.88888888889,121.0,0.0,3.0,0.024193548387096774,448.0,7598.0,296751.0,236091.0,8794.0,2403.0,381008.0,0.007936507936507936,649584608560832513
unverified,-168444.51587714732,-662.4778761061947,31167.089775561097,2685.330174563591,947.9760598503741,51.7785536159601,81803.69376558604,1715.0,0.0,206.0,0.10723581467985424,1026266.0,105443.0,817394.0,1038384.0,107740.0,8636.0,911484.0,0.00997506234413965,707321278135463936
unverified,-6773.2835820895525,-2397.3582089552237,36556.03597122302,2387.071942446043,2284.172661870504,110.58273381294964,70199.23021582734,122.0,0.0,12.0,0.08955223880597014,21953.0,12685.0,356364.0,31403.0,16008.0,1288.0,993150.0,0.007194244604316547,716448280201269248
true,-72935.58648648649,-2043.8567567567568,18680.824480369516,4721.785219399538,2643.076212471132,116.01616628175519,52231.41916859122,320.0,0.0,50.0,0.13513513513513514,132529.0,19564.0,282065.0,289426.0,527116.0,6030.0,624980.0,0.049653579676674366,525019752507658240
unverified,-12397.35294117647,-980.0294117647059,24780.72641509434,2534.311320754717,801.4622641509434,58.14150943396226,102077.84905660378,54.0,0.0,14.0,0.20588235294117646,76173.0,2599.0,207059.0,77193.0,6941.0,1532.0,647002.0,0.0,742053606820438016
non-rumor,-34137342.219387755,1118.369387755102,22289.32929292929,82112.2505050505,1804.119191919192,407.3838383838384,56572.99494949495,961.0,0.0,19.0,0.019387755102040816,163487.0,127117.0,657084.0,39537640.0,127120.0,134854.0,1711952.0,0.03939393939393939,690106189951139840
non-rumor,-16420823.447916666,1197.0625,30159.69707057257,14455.717709720373,1773.3495339547271,87.32090545938749,45135.50998668442,1391.0,0.0,49.0,0.034027777777777775,11483.0,52675.0,684918.0,18518049.0,53073.0,65780.0,1396692.0,0.003328894806924101,767698691205410816
true,-11276463.049608355,248.49738903394257,14194.598455598456,19906.526383526383,1056.068211068211,122.02316602316603,31444.598455598454,733.0,0.0,33.0,0.04308093994778068,162992.0,38080.0,331502.0,14269217.0,38616.0,56266.0,2497540.0,0.02574002574002574,614620298877513729
unverified,-8235.727272727272,3962.6969696969695,29895.85,3597.62,4860.02,299.82,148149.29,94.0,0.0,5.0,0.050505050505050504,88556.0,87690.0,351086.0,100322.0,88029.0,2077.0,725623.0,0.0,654336219447472128
true,-6383827.804347826,-734.0108695652174,18866.750902527077,43817.14079422383,1568.5703971119133,363.5342960288809,39360.73285198556,264.0,0.0,12.0,0.043478260869565216,23650.0,71318.0,605706.0,7695704.0,72407.0,59384.0,1257912.0,0.04332129963898917,552791578893619200
true,-298486.62626262626,-1465.590909090909,19931.825,9884.08,1070.32,82.82,40245.57,184.0,0.0,14.0,0.0707070707070707,1137096.0,4167.0,345775.0,1163572.0,7970.0,3452.0,510914.0,0.07,614599587362414592
unverified,-8726214.581081081,455.1216216216216,37602.45283018868,15127.795148247978,2115.77628032345,124.91913746630728,50310.00269541779,729.0,0.0,11.0,0.014864864864864866,19342.0,129825.0,446184.0,9239887.0,131160.0,18205.0,796306.0,0.008086253369272238,701872343736520704
non-rumor,-11972882.730027549,-345.8292011019284,26402.82180851064,41268.75265957447,1731.5452127659576,206.61702127659575,43445.367021276594,348.0,0.0,15.0,0.04132231404958678,3319.0,131476.0,597757.0,14268967.0,132012.0,56268.0,710340.0,0.010638297872340425,693571567377342466
true,-39537663.9760479,616.0059880239521,31906.887573964497,130430.73964497041,1606.8639053254437,675.707100591716,58027.023668639056,330.0,0.0,4.0,0.011976047904191617,1086.0,35999.0,632814.0,43297482.0,36886.0,199785.0,1651605.0,0.04437869822485207,649889459836710912
unverified,-5249.027397260274,2918.931506849315,72987.38095238095,7166.976190476191,7110.988095238095,104.1547619047619,107808.67857142857,57.0,0.0,16.0,0.2191780821917808,35182.0,39104.0,485551.0,48639.0,43107.0,908.0,646418.0,0.0,763430916236640256
non-rumor,-32230025.736880466,1209.0021865889212,29992.51018922853,58484.94905385735,1971.853711790393,364.33551673944686,60574.799126637554,1342.0,0.0,30.0,0.021865889212827987,366911.0,228333.0,775248.0,39538048.0,228336.0,134853.0,1712257.0,0.05312954876273653,688366079396163584
true,-1205989.057591623,-5454.895287958115,22909.515463917527,28776.494845360823,2233.381443298969,281.0979381443299,43910.26804123711,188.0,0.0,3.0,0.015706806282722512,1548290.0,82221.0,328407.0,2707332.0,82698.0,14557.0,821575.0,0.08247422680412371,524980744658382848
unverified,-813983.7109375,-1584.8203125,25715.1796875,8507.3671875,1186.8515625,191.15625,49141.546875,124.0,0.0,4.0,0.03125,21954.0,4710.0,476887.0,906371.0,7688.0,15750.0,1330090.0,0.0234375,711994705333112832
true,-8875953.61016949,991.6779661016949,25572.483333333334,62762.53888888889,1791.0333333333333,644.7722222222222,96982.15555555555,176.0,0.0,1.0,0.005649717514124294,16863.0,34110.0,608343.0,9351911.0,41576.0,88693.0,1800871.0,0.07777777777777778,544352727971954690
non-rumor,-36669291.565925926,1128.082962962963,25484.5952732644,60520.29837518464,1202.8050221565732,298.60413589364845,66460.34564254062,665.0,0.0,10.0,0.014814814814814815,3622.0,79044.0,869172.0,39537993.0,79047.0,134852.0,1173144.0,0.01772525849335303,765779159176077312
non-rumor,-8410783.291044775,810.7873134328358,22170.225925925926,37278.811111111114,1421.3925925925926,425.2111111111111,81852.54074074075,265.0,0.0,3.0,0.011194029850746268,2395.0,29835.0,510664.0,9351895.0,30382.0,88690.0,1320182.0,0.040740740740740744,690969315470868480
unverified,-192698.68253968254,-6751.777777777777,27675.1640625,2969.453125,1044.671875,78.5859375,66602.03125,121.0,0.0,5.0,0.03968253968253968,1356.0,1468.0,289858.0,221580.0,8686.0,3978.0,478207.0,0.0,705093513076015104
unverified,-113565.728,-1017.328,51617.219696969696,5360.151515151515,4247.765151515152,73.36363636363636,78381.11363636363,124.0,0.0,1.0,0.008,121.0,70991.0,362460.0,126133.0,71857.0,976.0,468569.0,0.0,755523157700648960
unverified,-822078.273556231,-1101.179331306991,45013.67346938775,12373.084548104956,2604.195335276968,141.0524781341108,70013.50728862974,301.0,0.0,28.0,0.0851063829787234,1919494.0,122724.0,546904.0,2104139.0,129873.0,10008.0,547848.0,0.008746355685131196,742678930516123650
true,-2720541.8562091505,1108.686274509804,26681.651612903224,23131.206451612903,1667.574193548387,273.3483870967742,61325.13548387097,149.0,0.0,4.0,0.026143790849673203,20680.0,16675.0,335261.0,3250724.0,16930.0,25917.0,1320182.0,0.03870967741935484,614594259900080128
true,-5324168.773553719,-933.4165289256198,15141.72667757774,12452.72340425532,930.4746317512275,110.21603927986907,28959.626841243862,584.0,0.0,21.0,0.03471074380165289,1844.0,20303.0,365160.0,6514183.0,22071.0,41238.0,513304.0,0.024549918166939442,614614133410033664
true,-1244626.3957219252,1629.9946524064171,23711.507936507936,18813.25925925926,2856.7248677248676,252.7089947089947,81141.90476190476,178.0,0.0,9.0,0.0481283422459893,109662.0,189821.0,276258.0,1585659.0,190485.0,20392.0,904993.0,0.07936507936507936,544278335455776769
non-rumor,-288450.05833333335,-395.8333333333333,25178.380165289258,6423.851239669421,1945.0206611570247,151.17355371900825,54109.42975206611,229.0,0.0,11.0,0.04583333333333333,56635.0,84472.0,415170.0,359282.0,84527.0,8337.0,649220.0,0.07024793388429752,665309822208729088
unverified,-51656.585106382976,-29532.489361702126,28668.520408163266,7144.765306122449,6094.877551020408,129.46938775510205,57780.30612244898,93.0,0.0,1.0,0.010638297872340425,19407.0,737.0,247725.0,80617.0,38005.0,1041.0,442162.0,0.0,732971411157880832
non-rumor,-3405529.5397923877,-2044.6228373702422,43986.91946308725,28325.89932885906,1562.3825503355704,294.06711409395973,99359.46644295302,276.0,0.0,13.0,0.04498269896193772,3012.0,37159.0,575224.0,6709048.0,37599.0,49925.0,1072388.0,0.016778523489932886,693466724822323200
true,-1596614.608695652,-979.2670807453416,34358.956790123455,19705.228395061727,1060.1358024691358,191.97530864197532,48267.3024691358,157.0,0.0,4.0,0.024844720496894408,2722132.0,9717.0,473278.0,2822623.0,14195.0,19921.0,558082.0,0.012345679012345678,651018580989972480
unverified,-608938.3085106383,-8542.265957446809,32476.75,13091.104166666666,4841.270833333333,115.59375,58021.416666666664,92.0,0.0,2.0,0.02127659574468085,6881.0,77553.0,235408.0,741389.0,80363.0,5088.0,515287.0,0.010416666666666666,727982226290442240
true,-53009.00900900901,-1051.3018018018017,35642.04721030043,3240.1888412017165,1599.2575107296138,122.81115879828326,64036.909871244636,211.0,0.0,11.0,0.04954954954954955,175340.0,25527.0,603003.0,194849.0,25843.0,5251.0,588741.0,0.02575107296137339,667073349974102017
true,-697.11,183.1,14620.213592233009,2771.757281553398,2088.660194174757,125.15533980582525,51400.94174757282,63.0,0.0,37.0,0.37,23241.0,22104.0,169622.0,25162.0,23871.0,1116.0,757387.0,0.1262135922330097,524922729485848576
true,-140483.34732824427,398.09541984732823,34535.191729323305,3703.4285714285716,978.8646616541354,132.82706766917292,51550.04887218045,241.0,0.0,21.0,0.08015267175572519,104244.0,9193.0,738945.0,223545.0,9230.0,5785.0,720759.0,0.041353383458646614,668849913678209024
non-rumor,-1354532.5204918033,2306.2991803278687,28451.420408163267,8316.93469387755,2417.4244897959184,150.05714285714285,62685.4,241.0,0.0,3.0,0.012295081967213115,345.0,44677.0,564648.0,1397137.0,44679.0,21464.0,1320242.0,0.004081632653061225,692743102432346113
unverified,-33606.57692307692,-9624.192307692309,67935.27083333333,5160.784722222223,3819.534722222222,131.30555555555554,108475.10416666667,21.0,0.0,5.0,0.19230769230769232,11781.0,12065.0,695390.0,100657.0,47243.0,3452.0,540941.0,0.013888888888888888,778299287293816832
unverified,-52371.171140939594,2077.98322147651,29639.079470198674,4220.850993377483,2883.291390728477,80.3907284768212,45968.34105960265,267.0,0.0,31.0,0.1040268456375839,161691.0,38888.0,807803.0,171896.0,39037.0,3437.0,617195.0,0.009933774834437087,714503380476026880
non-rumor,-12325830.965870308,1309.1467576791808,38117.50342465754,53855.438356164384,1894.3253424657535,367.82876712328766,82798.3801369863,291.0,0.0,2.0,0.006825938566552901,2372.0,69731.0,605706.0,13258997.0,69961.0,63394.0,1320242.0,0.023972602739726026,689915847939219456
unverified,-630372.87,-28757.4,17960.21782178218,7993.168316831683,2088.8118811881186,154.27722772277227,41284.9900990099,99.0,0.0,1.0,0.01,548.0,374.0,181444.0,644889.0,31168.0,11737.0,678214.0,0.009900990099009901,728625967921401856
true,-2143010.167400881,-1456.9735682819382,12278.899122807017,24334.78947368421,1308.1315789473683,216.0482456140351,31295.80701754386,220.0,0.0,7.0,0.030837004405286344,9183.0,15991.0,126617.0,2707342.0,17028.0,15784.0,326015.0,0.08771929824561403,524925050739490816
true,-778722.5222929936,-132.59235668789808,24481.38125,12963.5125,819.01875,116.31875,57461.7875,144.0,0.0,13.0,0.08280254777070063,1459237.0,10475.0,266096.0,1637083.0,11544.0,10404.0,543227.0,0.025,628336948810268673
non-rumor,-11196013.413626978,831.2367515485203,23989.900137741046,11885.943526170799,1424.5454545454545,119.79752066115702,41265.62603305785,1404.0,0.0,49.0,0.03372333103922918,7949.0,69731.0,657057.0,13258997.0,69961.0,63394.0,1320182.0,0.01584022038567493,689890946683576322
non-rumor,-31182969.204899777,587.5560504825538,26354.256826568264,26749.032472324725,1016.8184501845019,77.4649446494465,42008.2073800738,1316.0,0.0,31.0,0.02301410541945063,7578.0,88085.0,750041.0,33890946.0,88382.0,59970.0,1098900.0,0.0051660516605166054,767459987476054016
non-rumor,-31692190.813807532,374.5188284518828,20204.17415342087,24158.503109882517,690.4761575673808,60.36834830684174,33307.91845196959,1393.0,0.0,41.0,0.028591352859135284,9102.0,36598.0,647031.0,33890760.0,36895.0,59964.0,1029353.0,0.0048375950241879755,767203096472719364
non-rumor,-12737375.492125984,1397.1023622047244,43897.265625,54822.08984375,1640.92578125,404.36328125,86208.72265625,254.0,0.0,0.0,0.0,-240.0,23438.0,605706.0,13258997.0,23668.0,63394.0,1800871.0,0.03125,689641419825242112
non-rumor,-12176351.52293578,1160.0122324159022,30074.533536585364,46991.33536585366,1683.2317073170732,360.3475609756098,69873.03353658537,327.0,0.0,0.0,0.0,-100.0,37480.0,605705.0,13258996.0,37710.0,63394.0,1320182.0,0.03353658536585366,692393375891361794
true,-157074.71116504853,-23.944174757281555,15542.601918465229,5649.551558752997,1432.1750599520383,144.26618705035972,48169.8896882494,376.0,0.0,36.0,0.08737864077669903,205817.0,36540.0,240870.0,328413.0,37592.0,7313.0,1955494.0,0.0671462829736211,552783667052167168
true,-2401255.6463414636,1177.5853658536585,19915.698795180724,37600.096385542165,1821.0963855421687,389.144578313253,104866.98795180723,81.0,0.0,1.0,0.012195121951219513,2842.0,32235.0,162034.0,2770059.0,32862.0,22238.0,1320182.0,0.04819277108433735,552834961762709505
unverified,-42522.244680851065,-18864.22340425532,41189.836734693876,5847.775510204082,5689.438775510204,195.64285714285714,76764.79591836735,91.0,0.0,3.0,0.031914893617021274,222039.0,232817.0,293107.0,276004.0,257873.0,4231.0,830865.0,0.0,716416753409081344
unverified,-1144897.48630137,-8008.486301369863,34859.503311258275,11753.635761589405,1825.3576158940398,186.04635761589404,55628.76821192053,138.0,0.0,8.0,0.0547945205479452,1394.0,23505.0,457094.0,1443192.0,35346.0,18393.0,1008430.0,0.013245033112582781,707420972173955072
unverified,-132276.02582311167,-360.65913492575856,47451.095679012345,3303.5148148148146,1781.7598765432099,105.43395061728395,54140.5462962963,1491.0,0.0,58.0,0.03744351194318916,939811.0,69579.0,695400.0,1032995.0,71726.0,20519.0,801498.0,0.019135802469135803,780882510645370880
true,-13101508.61818182,678.1727272727272,24107.65486725664,133880.99115044248,1344.796460176991,592.2831858407079,41037.22123893805,107.0,0.0,3.0,0.02727272727272727,7992.0,10340.0,261886.0,14268960.0,10876.0,56268.0,443388.0,0.07079646017699115,553160652567498752
true,-335766.7974683544,-11970.291139240506,19959.96511627907,10448.697674418605,1607.2790697674418,148.56976744186048,50320.895348837206,75.0,0.0,4.0,0.05063291139240506,5062.0,2127.0,226719.0,409437.0,15770.0,4274.0,410674.0,0.046511627906976744,544268732046913536
non-rumor,-16492163.124369748,-189.6033613445378,43916.49498327759,35534.747491638795,3139.3846153846152,186.16220735785953,70407.0668896321,592.0,0.0,3.0,0.005042016806722689,2931.0,80055.0,684968.0,18518016.0,80453.0,65782.0,1029374.0,0.006688963210702341,767855091109863424
non-rumor,-28718070.024546426,253.92529348986125,17048.889361702128,36648.54574468085,591.6925531914893,75.11702127659575,20156.56170212766,871.0,0.0,66.0,0.07043756670224119,10240.0,16694.0,494792.0,33890650.0,16991.0,59963.0,1029353.0,0.00425531914893617,692911086920667136
true,-1367852.9615384615,-9888.307692307691,27902.85185185185,19705.123456790123,1980.4814814814815,305.0740740740741,71981.65432098765,77.0,0.0,1.0,0.01282051282051282,1457.0,3720.0,270331.0,1443184.0,15561.0,18393.0,1320247.0,0.024691358024691357,544282005941530624
true,-7706683.880952381,15.91156462585034,13554.804794520547,26560.728310502283,1074.7591324200914,200.70776255707761,31147.125570776258,851.0,0.0,31.0,0.035147392290249435,16433493.0,175846.0,971631.0,16566985.0,176094.0,112170.0,1320182.0,0.0273972602739726,614609560658161664
true,-35538730.78426602,853.3098134630982,19682.793214862682,62484.35460420032,1215.2956381260096,294.9151857835218,44403.6591276252,1210.0,0.0,23.0,0.0186536901865369,13492.0,52223.0,900431.0,39538382.0,52226.0,134854.0,1173150.0,0.021809369951534735,580348081100734464
unverified,-671171.845,0.42,30180.851485148516,15309.90099009901,1336.3168316831684,139.3910891089109,60508.925742574254,192.0,0.0,8.0,0.04,2051165.0,17287.0,1001581.0,2346292.0,18267.0,13438.0,1711952.0,0.01485148514851485,723504069814444033
true,-306465.70319634705,466.94520547945206,12585.89406779661,4223.470338983051,1138.5296610169491,47.90677966101695,29935.35593220339,205.0,0.0,14.0,0.0639269406392694,21571.0,6607.0,170346.0,419194.0,6864.0,1372.0,465940.0,0.038135593220338986,553586860334010368
unverified,-2369982.3271028036,2215.3271028037384,14481.009009009009,25887.666666666668,2571.198198198198,357.5765765765766,45731.24324324324,106.0,0.0,1.0,0.009345794392523364,2095.0,106096.0,324878.0,2589924.0,106351.0,31259.0,562706.0,0.018018018018018018,640118021101604864
non-rumor,-12379871.952380951,1686.125,37364.436201780416,62110.56676557864,2768.640949554896,435.9614243323442,100464.04747774481,333.0,0.0,3.0,0.008928571428571428,11711.0,86693.0,605713.0,13259003.0,86923.0,63394.0,2193965.0,0.05637982195845697,688751061503442944
unverified,-8026.431818181818,-1016.4924242424242,73525.66666666667,10497.55303030303,8565.098484848484,128.00757575757575,114186.77272727272,108.0,0.0,24.0,0.18181818181818182,173701.0,72563.0,684890.0,186461.0,78041.0,1187.0,715377.0,0.0,778530869208190976
true,-4731.0,6.0,17279.774193548386,994.4623655913979,874.6774193548387,30.548387096774192,37455.978494623654,1.0,0.0,0.0,0.0,-4731.0,6.0,294372.0,9377.0,9471.0,463.0,249913.0,0.0,544291804057960448
non-rumor,-841262.0622568093,28.603112840466927,47471.42084942085,7538.671814671815,893.2779922779923,129.77606177606177,63321.37837837838,248.0,0.0,9.0,0.03501945525291829,438099.0,5387.0,513689.0,1038386.0,6109.0,12320.0,476607.0,0.02702702702702703,688004802245214208
unverified,-25782.19230769231,501.0480769230769,10933.504761904762,613.495238095238,513.4285714285714,3.380952380952381,7798.619047619048,103.0,0.0,1.0,0.009615384615384616,6.0,4988.0,73741.0,27435.0,4991.0,38.0,49611.0,0.0,743126914794037248
unverified,-11192486.965517242,-112665.63793103448,17231.71794871795,100106.75213675214,1870.3076923076924,353.1880341880342,59944.094017094016,115.0,0.0,1.0,0.008620689655172414,392.0,315.0,279264.0,11592964.0,117511.0,35875.0,1172865.0,0.017094017094017096,653432177632387072
true,-6361671.588235294,-2976.2139037433153,20408.73404255319,61937.40425531915,928.0797872340426,496.38829787234044,35991.12234042553,177.0,0.0,10.0,0.053475935828877004,11430960.0,15901.0,564174.0,11436176.0,16705.0,84905.0,531722.0,0.026595744680851064,628604055644934144
non-rumor,-15143423.701244812,-30030.327800829877,28754.991769547327,65502.52674897119,1159.0823045267489,152.93004115226339,38210.86008230453,240.0,0.0,1.0,0.004149377593360996,643.0,1041.0,485939.0,15531297.0,31853.0,31753.0,569197.0,0.00823045267489712,692163879909064704
unverified,-250934.10275689224,397.32581453634083,13760.23631840796,1101.455223880597,467.0348258706468,4.097014925373134,14142.13184079602,385.0,0.0,14.0,0.03508771929824561,1729.0,4671.0,205685.0,272469.0,4690.0,198.0,402165.0,0.0,728273551883534336
true,-145031.39344262294,-652.1475409836065,15458.275862068966,7429.183908045977,1169.1954022988505,206.5632183908046,28570.908045977012,56.0,0.0,5.0,0.08196721311475409,382159.0,4505.0,190889.0,395726.0,5875.0,8489.0,234952.0,0.08045977011494253,524942470472548352
true,-2159382.0802469137,239.03086419753086,18209.291666666668,22354.244047619046,1730.0357142857142,225.11904761904762,54556.69047619047,156.0,0.0,6.0,0.037037037037037035,4478.0,11235.0,780932.0,2721514.0,12415.0,23051.0,982496.0,0.041666666666666664,552792544132997121
unverified,-1728048.589041096,1041.060502283105,51618.57900677201,7882.068848758465,4378.190744920993,88.96839729119638,76500.87584650113,858.0,0.0,18.0,0.02054794520547945,52675.0,63778.0,503018.0,1925827.0,65870.0,5111.0,661905.0,0.002257336343115124,727834854931435522
true,-249784.66315789474,-2634.2,19697.045045045044,18692.414414414416,1629.7567567567567,282.05405405405406,43705.963963963964,90.0,0.0,5.0,0.05263157894736842,1296435.0,36835.0,342252.0,1320143.0,38131.0,12582.0,370021.0,0.14414414414414414,544289311504355328
true,-21.636363636363637,37.36363636363637,23510.777528089886,861.0808988764045,557.9955056179775,7.7685393258426965,26099.191011235955,16.0,0.0,6.0,0.2727272727272727,5627.0,1456.0,213335.0,15669.0,5397.0,316.0,300855.0,0.0,614494460747997184
true,-422202.57525083615,584.1254180602007,13326.71921182266,1571.8341543513957,724.2134646962234,8.766830870279145,13528.738916256158,570.0,1.0,27.0,0.0451505016722408,2002.0,52223.0,523155.0,474313.0,52226.0,538.0,702054.0,0.0,615592870540488704
non-rumor,-2331672.4136363636,-9664.1,40784.567901234564,22402.794238683127,1691.7201646090534,126.87654320987654,59493.08641975309,214.0,0.0,6.0,0.02727272727272727,27636.0,25445.0,927369.0,4419360.0,27923.0,20673.0,410608.0,0.00411522633744856,689661418484994049
unverified,-1052227.6703296704,2300.252747252747,36815.16483516483,14279.131868131868,2431.78021978022,155.3846153846154,69798.59340659341,89.0,0.0,2.0,0.02197802197802198,803.0,17647.0,225556.0,1090461.0,17760.0,8828.0,624981.0,0.01098901098901099,724603564946010112
unverified,-83242.89380530974,-578.0619469026549,37216.37168141593,3557.8938053097345,983.4247787610619,111.53318584070796,40386.16814159292,433.0,0.0,19.0,0.0420353982300885,139418.0,18773.0,500463.0,202247.0,20134.0,5373.0,601417.0,0.04424778761061947,714598318333042688
non-rumor,-144255.0079681275,404.19123505976097,26769.043137254903,1708.0117647058823,782.8823529411765,61.13725490196079,26756.203921568627,238.0,0.0,13.0,0.05179282868525897,7268.0,7118.0,567684.0,179974.0,7333.0,4610.0,390216.0,0.023529411764705882,656848877463560192
non-rumor,-11258834.744597249,-21886.039292730846,29765.193359375,33274.458984375,1249.5234375,90.2421875,43780.25390625,506.0,0.0,3.0,0.005893909626719057,7637.0,3940.0,1171975.0,15531279.0,31853.0,31756.0,567768.0,0.005859375,692157602554343424
