label,structural_1_hop_neighbor_count,structural_2_hop_neighbor_count,structural_3_hop_neighbor_count,structural_4_hop_neighbor_count,structural_5_hop_neighbor_count,structural_6_hop_neighbor_count,structural_7_hop_neighbor_count,structural_8_hop_neighbor_count,structural_avg_depth,structural_dst_user_count,structural_max_depth,structural_reply_count,structural_reply_users_count,structural_retweet_count,structural_retweet_reply_percent,structural_retweet_users_count,structural_root_to_all_depth_max,structural_root_to_all_depth_sum,structural_src_dst_user_percent,structural_src_user_count,structural_trace_count,tweet_id,temporal___avg_diff_time_from_root,temporal___avg_diff_time_from_src,temporal___avg_reply_time_from_root,temporal___avg_reply_time_from_src,temporal___avg_retweet_time_from_root,temporal___avg_retweet_time_from_src,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,struct_temp_1_hop_neighbor_max_time,struct_temp_1_hop_neighbor_mean_time,struct_temp_1_hop_neighbor_median_time,struct_temp_2_hop_neighbor_max_time,struct_temp_2_hop_neighbor_mean_time,struct_temp_2_hop_neighbor_median_time
non-rumor,77.0,166.0,53.0,13.0,8.0,0.0,0.0,0.0,2.267307692307692,519.0,6.0,19.0,17.0,505.0,0.9637404580152672,502.0,6.0,1179.0,0.1533442088091354,94.0,529.0,687409983139495939,33.22339694656488,175.35104961832062,4.5,315.17315789473685,34.30407920792079,170.09041584158413,-279796.19037656905,180.9602510460251,45592.397540983606,5192.084016393443,1576.5081967213116,152.79508196721312,93871.57581967213,445.0,0.0,33.0,0.06903765690376569,203778.0,59423.0,817395.0,600288.0,60145.0,12320.0,1038967.0,0.02663934426229508,4571.52,238.85351485148524,43.48,4571.52,238.85351485148524,24.135
non-rumor,43.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0875370919881306,673.0,4.0,46.0,46.0,628.0,0.9317507418397626,627.0,4.0,733.0,0.05211267605633803,37.0,677.0,767092161716350980,1.4743175074183976,158.73867952522252,0.5697826086956522,63.25130434782609,1.540573248407643,165.7329777070063,-51739971.47783251,803.5418719211823,25358.626817447494,90857.38772213248,982.702746365105,359.73021001615507,55384.460420032316,603.0,0.0,6.0,0.009852216748768471,12578.0,37471.0,750042.0,55087884.0,37592.0,183188.0,1955568.0,0.008077544426494346,20284.57,164.08987158908513,18.68,20284.57,164.08987158908513,11.975
non-rumor,209.0,34.0,10.0,2.0,0.0,0.0,0.0,0.0,1.2195804195804196,1429.0,5.0,34.0,32.0,1398.0,0.9762569832402236,1398.0,5.0,1744.0,0.09899117276166457,157.0,1433.0,693857080193761285,245.3481354748604,1305.9480237430166,162.65588235294115,953.3144117647059,247.3592489270386,1314.524234620887,-11840055.498054475,470.99844357976656,23987.351351351346,13100.508108108108,1186.88416988417,93.0185328185328,33683.068725868725,1235.0,0.0,50.0,0.03891050583657588,38712.0,66172.0,543089.0,14269069.0,66708.0,56264.0,619779.0,0.008494208494208495,23119.23,1367.6770102214628,1295.0949999999998,23119.23,1367.6770102214628,33.02000000000009
false,34.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1717791411042944,325.0,5.0,21.0,21.0,304.0,0.9353846153846154,304.0,5.0,382.0,0.10220994475138122,37.0,324.0,623818627054206977,229.0079076923077,2335.034153846154,0.0,5326.674285714286,244.82753289473686,2128.374802631579,-3064.0,-2011.333333333333,11581.03691275168,2101.493288590604,958.8389261744968,12.63758389261745,32265.577181208053,21.0,0.0,15.0,0.4166666666666667,2595.0,1168.0,123747.0,234277.0,71365.0,331.0,514878.0,0.006711409395973154,70817.6,2618.991032028469,949.38,70817.6,2618.991032028469,18.57999999999995
unverified,30.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5310344827586206,144.0,4.0,4.0,4.0,143.0,0.9727891156462584,140.0,4.0,222.0,0.14792899408284024,25.0,146.0,757450526153900032,1745.4421768707482,2629.180816326531,694.62,2632.83,1774.835804195804,2629.078741258741,-236508.84033613445,1200.436974789916,32765.873015873014,5961.103174603175,2752.8015873015875,146.2698412698413,65714.55555555556,111.0,0.0,8.0,0.06722689075630252,2695.0,36343.0,411989.0,363119.0,36745.0,5213.0,501573.0,0.015873015873015872,10629.6,3271.9118681318682,3497.38,10629.6,3271.9118681318682,51.91000000000004
unverified,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1280487804878048,163.0,2.0,25.0,24.0,140.0,0.8484848484848485,140.0,2.0,185.0,0.07909604519774012,14.0,164.0,728631482722308096,394.19496969696974,2601.592545454546,744.0279999999998,1560.2232,331.7247857142857,2787.551357142857,-458414.02158273384,1316.0143884892086,66681.07142857142,15454.55,7851.2071428571435,189.77857142857144,102395.39285714287,137.0,0.0,2.0,0.014388489208633094,10968.0,165595.0,516727.0,544670.0,168448.0,3854.0,629001.0,0.0071428571428571435,27809.13,2945.5305673758867,3197.78,27809.13,2945.5305673758867,95.37999999999997
non-rumor,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0779220779220782,307.0,4.0,2.0,2.0,307.0,0.9935275080906149,305.0,4.0,332.0,0.05538461538461538,18.0,309.0,693402634011701248,107.09003236245957,2419.657766990292,0.0,16034.975,107.78768729641693,2330.9586319218242,-5076189.98281787,994.0515463917526,6576.248299319728,20510.78231292517,1297.704081632653,356.921768707483,16024.574829931973,285.0,0.0,6.0,0.020618556701030927,19248.0,17702.0,545261.0,5412898.0,17905.0,50719.0,573253.0,0.017006802721088437,53984.4,2538.3216376306627,462.94,53984.4,2538.3216376306627,49.07000000000005
false,34.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2512562814070352,198.0,4.0,14.0,14.0,184.0,0.9292929292929292,184.0,4.0,249.0,0.12389380530973453,28.0,204.0,667465205258051584,519.803888888889,7781.3765656565665,106.39785714285713,1196.8292857142858,551.258695652174,8282.374728260871,-46732.16666666666,-39934.1,40274.10062893082,5690.729559748428,5349.157232704402,99.21383647798744,83659.89308176101,146.0,0.0,4.0,0.02666666666666667,5382.0,6583.0,503016.0,61184.0,53298.0,893.0,840859.0,0.0,366953.2,7300.382371794877,1491.28,366953.2,7300.382371794877,55.465
true,54.0,92.0,10.0,0.0,0.0,0.0,0.0,0.0,1.505681818181818,527.0,4.0,17.0,17.0,511.0,0.9678030303030304,510.0,4.0,795.0,0.10068259385665528,59.0,527.0,524925215235911680,3.843655303030303,35.96888257575758,0.0,23.882352941176467,3.971526418786693,36.37097847358121,-1394717.645922747,351.85836909871244,18574.183932346725,7778.763213530656,1157.816067653277,153.29175475687103,45835.503171247365,451.0,0.0,15.0,0.032188841201716736,1025377.0,34086.0,821505.0,1757199.0,34641.0,20519.0,1320182.0,0.052854122621564484,540.53,35.90708894878707,22.0,540.53,35.90708894878707,2.97
true,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0847457627118644,117.0,2.0,4.0,4.0,113.0,0.9658119658119658,113.0,2.0,128.0,0.07874015748031496,10.0,116.0,525028734991343617,0.7021367521367522,29.66837606837607,1.1875,17.97,0.6849557522123895,30.0824778761062,-1673551.225490196,165.83333333333334,15450.580952380953,18625.47619047619,743.0095238095238,98.02857142857141,33761.29523809524,99.0,0.0,3.0,0.029411764705882356,2155.0,15680.0,185965.0,1816375.0,16067.0,6740.0,276782.0,0.057142857142857134,1020.67,31.909056603773585,7.275,1020.67,31.909056603773585,3.86
false,120.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5465587044534412,246.0,3.0,22.0,18.0,229.0,0.9123505976095616,228.0,3.0,382.0,0.08208955223880597,22.0,252.0,647169726158925824,29.45370517928287,285.91,11.482727272727272,274.79,31.18017467248908,286.97829694323144,-23442614.77489177,838.1212121212121,31526.065789473683,257785.40350877197,1951.811403508772,1013.1798245614036,77016.16228070176,220.0,0.0,11.0,0.047619047619047616,52300236.0,137482.0,710753.0,55087097.0,137823.0,183189.0,1711952.0,0.03508771929824561,3398.07,315.16025423728814,61.32,3398.07,315.16025423728814,52.17500000000001
unverified,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5594405594405594,142.0,3.0,27.0,25.0,118.0,0.8137931034482758,117.0,3.0,223.0,0.06578947368421052,10.0,147.0,780436430732525569,17.611103448275863,472.10606896551735,13.584074074074076,184.7940740740741,18.532542372881352,537.8469491525424,-73711.76666666666,435.99166666666673,66736.78861788617,4154.154471544715,2693.081300813008,143.33333333333334,79172.81300813008,116.0,0.0,4.0,0.03333333333333333,110638.0,44809.0,562780.0,131505.0,45623.0,3610.0,580065.0,0.016260162601626018,13191.93,587.0024193548387,227.94,13191.93,587.0024193548387,81.77
unverified,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1637931034482758,115.0,3.0,1.0,1.0,114.0,0.991304347826087,114.0,3.0,135.0,0.06504065040650407,8.0,114.0,723915846985342976,74.52626086956522,2761.7506956521747,0.0,1312.92,75.18,2774.459736842105,-3423530.0857142857,554.0666666666667,15916.528301886792,44700.74528301887,1583.3301886792453,212.61320754716985,31474.7358490566,104.0,0.0,1.0,0.009523809523809523,47.0,36588.0,286852.0,3991592.0,37557.0,14911.0,328674.0,0.02830188679245283,21851.83,921.3213541666668,25.935,21851.83,921.3213541666668,10.0849999999999
false,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0372093023255815,214.0,2.0,11.0,11.0,203.0,0.9485981308411215,203.0,2.0,223.0,0.04464285714285714,10.0,214.0,631388553801564160,1.5739719626168225,68.64317757009347,22.44090909090909,215.8036363636364,0.4432512315270936,60.66896551724138,-45271.45,-22113.375,3839.6530612244896,6236.265306122449,1907.7959183673472,30.367346938775512,10469.857142857143,39.0,0.0,1.0,0.025,1631.0,-5089.0,27745.0,54347.0,24170.0,331.0,68163.0,0.0,1799.62,43.31712195121933,6.98,1799.62,43.31712195121933,123.18
false,39.0,104.0,3.0,0.0,0.0,0.0,0.0,0.0,2.1486486486486487,221.0,4.0,1.0,1.0,222.0,0.9955156950672646,220.0,4.0,477.0,0.05150214592274678,12.0,222.0,656811196218286080,39.71488789237668,186.25143497757847,0.0,82.35,39.89378378378378,186.71945945945944,-7589920.6650717715,1026.2870813397126,15861.89903846154,91564.76442307694,1868.1778846153845,680.8365384615385,29337.71153846154,204.0,0.0,5.0,0.023923444976076555,13693308.0,174712.0,332741.0,15957508.0,176115.0,102398.0,316275.0,0.019230769230769232,12626.63,329.5124000000001,85.99,12626.63,329.5124000000001,77.945
true,56.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1453590192644485,570.0,4.0,29.0,29.0,544.0,0.949389179755672,542.0,4.0,654.0,0.07766990291262135,48.0,576.0,674358835675549696,13.10176265270506,274.75783595113444,24.97379310344828,99.05862068965516,12.468878676470588,284.12415441176466,-5536314.2160148965,448.6499068901304,23261.321495327098,13789.534579439252,1686.1158878504673,128.2336448598131,38121.34018691589,528.0,0.0,9.0,0.01675977653631285,48836.0,98332.0,707181.0,6285668.0,98608.0,38759.0,1313433.0,0.022429906542056077,20156.47,278.74371257485024,28.55,20156.47,278.74371257485024,29.63000000000001
non-rumor,249.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3263288009888752,808.0,3.0,146.0,135.0,675.0,0.8221680876979294,675.0,3.0,1073.0,0.04378698224852071,37.0,857.0,766541461189832704,42.69933008526187,934.6381120584653,41.06869863013699,521.8478082191782,43.052029629629644,1023.9231259259258,-30685112.890432093,1129.2345679012344,20774.744913928014,119526.26291079812,1210.3912363067293,549.8998435054773,54725.01095461659,629.0,0.0,19.0,0.029320987654320983,102032.0,165749.0,592348.0,39538352.0,165752.0,134855.0,1712257.0,0.018779342723004692,19487.1,519.0590744101631,159.5,19487.1,519.0590744101631,806.745
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942528735632185,173.0,1.0,4.0,4.0,169.0,0.9768786127167629,169.0,1.0,173.0,0.005747126436781609,1.0,172.0,616765822095261700,0.0,280.2020809248555,0.0,227.3475,0.0,281.4530769230769,-22749968.359477125,1208.045751633987,19379.305194805194,149491.7077922078,1256.2012987012986,507.16233766233773,39012.42857142857,153.0,0.0,0.0,0.0,-22660438.0,52170.0,900431.0,22751733.0,52226.0,64726.0,894817.0,0.01948051948051948,6784.25,280.20208092485547,54.28,6784.25,280.20208092485547,0.0
non-rumor,154.0,35.0,6.0,2.0,1.0,0.0,0.0,0.0,1.3178973717146434,875.0,6.0,26.0,26.0,850.0,0.9703196347031964,849.0,6.0,1053.0,0.13366336633663367,135.0,887.0,693857551620968448,22.504954337899548,185.26554794520547,0.0,575.4388461538463,23.19334117647059,173.33083529411763,-8706409.683994528,-87618.91655266758,33520.568181818184,16121.140151515152,962.6868686868687,78.06186868686869,66670.17803030302,678.0,0.0,53.0,0.07250341997264023,36764.0,2330.0,891655.0,11592915.0,117511.0,35873.0,1800871.0,0.0012626262626262627,10534.12,204.07001666666645,42.435,10534.12,204.07001666666645,21.51
true,88.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2612419700214133,466.0,5.0,23.0,23.0,443.0,0.9506437768240344,443.0,5.0,589.0,0.1157495256166983,61.0,467.0,614610364702044164,6.115128755364808,416.4490128755365,3.363913043478261,63.44217391304348,6.257968397291196,434.77668171557565,-2973165.18344519,-512.2751677852349,16499.09977827051,10063.747228381375,1026.1574279379158,147.05986696230602,29131.878048780487,431.0,0.0,16.0,0.03579418344519016,11358.0,9077.0,602467.0,3803882.0,10479.0,39302.0,516304.0,0.044345898004434586,150898.87,502.2209392265195,12.515,150898.87,502.2209392265195,20.855000000000004
non-rumor,47.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3125,255.0,5.0,7.0,7.0,248.0,0.9725490196078432,248.0,5.0,336.0,0.12371134020618554,36.0,254.0,693648675772436480,40.54964705882353,254.16149019607846,0.0,525.8042857142857,41.694193548387105,246.49415322580643,-1666671.4652173913,-164.57391304347823,45705.0686695279,11590.54077253219,1203.399141630901,90.37768240343348,67436.60944206009,215.0,0.0,15.0,0.06521739130434782,2179.0,35647.0,656302.0,2178397.0,36828.0,12046.0,1221230.0,0.004291845493562232,5597.48,274.52005181347147,66.33,5597.48,274.52005181347147,15.15
true,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1409090909090909,219.0,3.0,16.0,14.0,206.0,0.927927927927928,205.0,3.0,251.0,0.09876543209876544,24.0,228.0,524932935137628160,6.219234234234236,60.174189189189185,10.086875,43.805,5.918834951456311,61.44558252427184,-753851.0303030303,-135.05555555555554,12784.25888324873,11106.959390862945,1007.1065989847716,122.9238578680203,25202.19796954315,191.0,0.0,7.0,0.03535353535353535,1054932.0,22608.0,301749.0,1055092.0,23607.0,11299.0,1715270.0,0.030456852791878174,1549.52,65.49518324607328,10.48,1549.52,65.49518324607328,4.485
true,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1842105263157894,189.0,3.0,19.0,19.0,170.0,0.8994708994708994,170.0,3.0,225.0,0.09569377990430622,20.0,191.0,640967537178472448,63.11714285714285,207.52354497354497,5.6978947368421045,252.1863157894737,69.53458823529411,202.53182352941172,-1840743.6079545454,-225266.4034090909,59191.64971751412,17669.401129943504,4234.887005649717,309.6271186440678,108052.70621468927,171.0,0.0,5.0,0.028409090909090905,7898.0,5236.0,900431.0,2214881.0,273445.0,18349.0,1008228.0,0.02259887005649717,3062.93,220.41679487179505,82.05000000000003,3062.93,220.41679487179505,23.219999999999978
non-rumor,26.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0779467680608366,525.0,4.0,30.0,30.0,495.0,0.9428571428571428,495.0,4.0,567.0,0.04371584699453552,24.0,526.0,692884886374318081,2.0634095238095242,66.12093333333333,7.035666666666668,26.145666666666664,1.762060606060606,68.54367676767676,-31673775.02531645,341.3143459915612,23148.44421052632,72063.02105263158,657.2126315789474,146.4736842105263,40851.86105263158,459.0,0.0,15.0,0.03164556962025317,5873.0,7305.0,457044.0,33890891.0,7602.0,59968.0,1029353.0,0.00631578947368421,2292.88,66.43790650406498,11.53,2292.88,66.43790650406498,5.88
true,421.0,102.0,26.0,7.0,2.0,1.0,0.0,0.0,1.9551856594110115,838.0,7.0,8.0,7.0,833.0,0.990487514863258,831.0,7.0,1527.0,0.16032064128256512,160.0,852.0,614595106906226688,11.225707491082046,78.3835790725327,0.22125,13.30125,11.331392557022808,79.0086194477791,-136406.24968152866,-3552.3031847133757,29068.14880201765,3260.852459016393,1368.5687263556115,96.41866330390921,54400.46279949559,705.0,0.0,80.0,0.10191082802547773,352696.0,59611.0,1153619.0,359427.0,60747.0,7127.0,1178609.0,0.026481715006305168,5396.75,125.12076923076923,23.63,5396.75,125.12076923076923,8.684999999999999
non-rumor,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0619136960600375,532.0,3.0,54.0,54.0,479.0,0.8986866791744841,479.0,3.0,566.0,0.04659498207885305,26.0,536.0,693181857261719553,24.428799249530954,392.0830581613508,0.43833333333333335,429.00666666666666,27.133361169102287,387.92048016701455,-31842002.74798387,231.34475806451616,18589.34607645875,70052.12877263581,1173.9356136820925,182.2173038229376,41851.62374245473,489.0,0.0,7.0,0.014112903225806453,1602.0,119426.0,320542.0,33890938.0,119723.0,59968.0,1029353.0,0.012072434607645876,59480.65,399.57046000000054,16.9,59480.65,399.57046000000054,20.379999999999995
non-rumor,90.0,22.0,3.0,1.0,2.0,0.0,0.0,0.0,1.4642857142857142,336.0,6.0,22.0,22.0,314.0,0.9345238095238096,314.0,6.0,492.0,0.08446866485013624,31.0,340.0,693200309955469312,34.36776785714286,937.5465476190477,0.0,219.8640909090909,36.77570063694267,987.8300318471339,-4055533.8885017424,362.34843205574913,32238.064846416382,23725.037542662118,1090.887372013652,163.02047781569962,54191.26621160409,277.0,0.0,10.0,0.03484320557491289,7625.0,33554.0,707099.0,6285659.0,33830.0,38757.0,715640.0,0.0034129692832764505,115569.82,882.8660829493086,85.99,115569.82,882.8660829493086,42.69499999999999
true,12.0,61.0,13.0,4.0,1.0,0.0,0.0,0.0,2.0903954802259888,176.0,6.0,2.0,2.0,178.0,0.9888888888888888,174.0,6.0,370.0,0.15789473684210525,33.0,179.0,525049639016615937,28.055000000000003,59.50066666666666,0.0,35.75,28.370224719101127,59.76752808988763,-34498.46341463415,-17686.94512195122,13011.533333333333,1715.6,1398.1090909090908,74.87272727272727,26703.40606060606,155.0,0.0,9.0,0.054878048780487805,4394.0,19384.0,423424.0,74538.0,56934.0,1651.0,437864.0,0.01818181818181818,750.47,65.40270588235292,34.77,750.47,65.40270588235292,15.33
unverified,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.300970873786408,102.0,3.0,8.0,7.0,96.0,0.9230769230769232,95.0,3.0,134.0,0.15702479338842976,19.0,104.0,755475529294352385,16.120865384615385,547.2187500000001,10.68375,144.16250000000005,16.573958333333334,580.8067708333333,-4450.710144927536,-1735.0434782608695,72029.86842105263,7434.539473684212,5814.407894736842,86.7105263157895,104760.02631578947,54.0,0.0,15.0,0.21739130434782608,33674.0,34288.0,406976.0,46631.0,42621.0,360.0,410446.0,0.0,38529.8,753.7909589041096,103.47,38529.8,753.7909589041096,31.690000000000005
non-rumor,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883838383838385,395.0,3.0,48.0,46.0,350.0,0.8793969849246231,349.0,3.0,431.0,0.043583535108958835,18.0,401.0,692516224245235712,14.994849246231155,755.8670100502511,9.234166666666667,416.4666666666667,15.784885714285714,802.4133428571428,-12064919.618131867,398.34890109890114,42535.988980716254,40457.23415977961,2272.807162534435,326.0633608815427,79758.40771349863,361.0,0.0,3.0,0.008241758241758242,1643.0,85255.0,911016.0,13259003.0,85485.0,63394.0,1320250.0,0.04958677685950413,13713.77,392.7380055401664,89.84,13713.77,392.7380055401664,30.080000000000037
unverified,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045801526717557,130.0,2.0,30.0,30.0,101.0,0.7709923664122137,100.0,2.0,137.0,0.051094890510948905,7.0,132.0,707604196812591104,0.9976335877862592,41.005343511450384,0.025,48.87833333333333,1.2865346534653466,38.66683168316832,-205439.2612612613,-6679.909909909909,30728.657657657663,4458.936936936937,1496.7657657657658,94.72972972972971,56546.45945945946,107.0,0.0,4.0,0.036036036036036036,911.0,9143.0,417676.0,221578.0,17829.0,3979.0,524134.0,0.0,431.83,42.19682926829267,9.82,431.83,42.19682926829267,17.585000000000004
true,112.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1954545454545455,879.0,4.0,83.0,73.0,806.0,0.9066366704161979,806.0,4.0,1052.0,0.08532778355879292,82.0,892.0,614790312955904000,13.635061867266593,1200.3165579302586,17.88614457831325,822.8122891566264,13.1972952853598,1239.1910669975184,-13329292.916363634,152.84121212121212,12190.701818181818,21297.995151515148,948.609696969697,159.28121212121212,30548.08121212121,801.0,0.0,24.0,0.029090909090909087,105780.0,125614.0,564686.0,15957520.0,126024.0,102399.0,828704.0,0.014545454545454544,619297.37,1335.7664769647686,63.565,619297.37,1335.7664769647686,38.76
unverified,54.0,14.0,19.0,4.0,0.0,0.0,0.0,0.0,1.8020833333333333,191.0,5.0,15.0,14.0,177.0,0.921875,177.0,5.0,346.0,0.17316017316017315,40.0,192.0,765739657908850688,10.80703125,501.81427083333335,3.1773333333333333,135.34799999999998,11.45361581920904,532.8707344632768,-37582.52409638554,-3033.897590361446,61926.91329479768,4210.236994219653,3172.7109826589594,99.04624277456648,82450.03468208092,158.0,0.0,8.0,0.04819277108433735,96285.0,68780.0,502828.0,136798.0,69961.0,2153.0,740479.0,0.011560693641618495,55355.03,866.6926999999997,19.15,55355.03,866.6926999999997,17.73
non-rumor,104.0,23.0,5.0,1.0,0.0,0.0,0.0,0.0,1.166832174776564,1006.0,5.0,5.0,5.0,1002.0,0.9950347567030784,1001.0,5.0,1175.0,0.08876811594202899,98.0,1008.0,687748306571804672,15.298977159880836,194.92427010923538,0.0,22.266,15.375319361277445,195.78583832335326,-10168473.68640351,-102409.87171052633,20711.722041259498,13734.6786102063,899.8697068403909,61.96091205211727,36803.72638436482,877.0,0.0,35.0,0.038377192982456135,14621.0,3287.0,718442.0,11592988.0,117512.0,35870.0,602433.0,0.0032573289902280127,12857.35,202.38908361970215,28.38,12857.35,202.38908361970215,18.79
true,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1932773109243695,118.0,3.0,15.0,14.0,104.0,0.8739495798319328,104.0,3.0,142.0,0.09923664122137403,13.0,119.0,544520273718812672,1.6232773109243697,143.38000000000005,0.09866666666666668,24.03333333333333,1.8431730769230767,160.59346153846158,-61357.74226804124,-603.8041237113403,28912.591836734693,3642.4183673469392,1311.5,28.18367346938776,41849.47959183674,96.0,0.0,1.0,0.010309278350515464,132.0,21773.0,365352.0,76111.0,22782.0,294.0,446965.0,0.010204081632653059,2238.93,175.3107291666667,3.825,2238.93,175.3107291666667,3.1700000000000017
unverified,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2191011235955056,177.0,2.0,13.0,13.0,164.0,0.9265536723163842,164.0,2.0,217.0,0.11055276381909547,22.0,178.0,748558349139058688,7.691638418079097,260.7776836158192,9.49,149.03615384615387,7.54908536585366,269.635243902439,-83795.35344827586,-3472.5258620689656,70694.34074074074,11463.740740740739,8811.222222222223,124.02962962962962,107519.0148148148,113.0,0.0,3.0,0.02586206896551724,105436.0,136820.0,516698.0,205078.0,144061.0,891.0,628976.0,0.0,9025.17,290.38802919708036,67.76,9025.17,290.38802919708036,93.845
true,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43609022556391,132.0,3.0,6.0,6.0,126.0,0.9545454545454546,126.0,3.0,191.0,0.12582781456953646,19.0,132.0,544350712365207552,2.2086363636363644,14.274772727272728,0.0,8.645,2.313809523809524,14.542857142857141,-137177.875,-8800.767857142857,33318.9203539823,11077.858407079646,9715.734513274336,206.00884955752213,76410.35398230089,107.0,0.0,5.0,0.04464285714285714,178976.0,753774.0,275035.0,367693.0,768314.0,4267.0,495331.0,0.11504424778761063,286.78,13.190909090909088,3.35,286.78,13.190909090909088,2.84
non-rumor,133.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1648484848484848,824.0,3.0,93.0,88.0,739.0,0.8882211538461539,736.0,3.0,961.0,0.03625730994152047,31.0,839.0,688741019979001856,4.9611298076923065,261.79477163461536,2.409247311827957,281.54602150537636,5.282273342354534,259.30916102841684,-34656386.89285714,1254.857142857143,19433.113832853025,111990.82132564842,1482.314121037464,533.0317002881843,63662.55619596542,693.0,0.0,7.0,0.01,1705.0,127846.0,657171.0,39537355.0,127849.0,134829.0,1712257.0,0.025936599423631124,21575.38,265.47050798258374,21.57,21575.38,265.47050798258374,20.880000000000006
true,105.0,58.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5728395061728395,404.0,4.0,32.0,32.0,374.0,0.9211822660098522,372.0,4.0,637.0,0.053864168618266976,23.0,405.0,614702244001382400,20.00465517241379,780.9929310344827,6.2959375,853.4703125,21.1775935828877,774.7916577540108,-3003037.712,59.63733333333333,17437.53457446808,21560.912234042557,1063.2659574468082,203.5904255319149,22068.869680851065,368.0,0.0,7.0,0.018666666666666668,2775.0,16539.0,357642.0,3803955.0,17941.0,39299.0,446407.0,0.029255319148936167,15355.95,452.1409282700422,113.2,15355.95,452.1409282700422,63.03000000000001
non-rumor,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037190082644628,241.0,3.0,13.0,13.0,228.0,0.946058091286307,228.0,3.0,251.0,0.0398406374501992,10.0,242.0,693641113693884416,1.189336099585062,227.86547717842322,1.6753846153846153,145.58923076923074,1.1616228070175438,232.55666666666667,-32685354.27111111,335.88,19451.681415929204,150586.26991150447,635.5353982300885,293.37610619469024,40000.93362831858,220.0,0.0,5.0,0.022222222222222227,709.0,6575.0,400609.0,33890938.0,6872.0,59968.0,1506202.0,0.01327433628318584,14221.5,236.50853448275876,18.65,14221.5,236.50853448275876,4.815000000000001
non-rumor,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910493827160497,647.0,3.0,103.0,95.0,553.0,0.8429878048780488,553.0,3.0,707.0,0.029985007496251874,20.0,663.0,767861179951648768,4.490853658536587,224.49044207317073,1.411456310679612,162.5183495145631,5.064412296564195,236.03316455696202,-16991674.378623188,-848.5344202898552,41690.70503597122,37346.381294964034,2796.8381294964033,171.77338129496403,59980.73021582733,546.0,0.0,6.0,0.010869565217391304,1507.0,142189.0,684890.0,18518028.0,142587.0,65781.0,1086840.0,0.0035971223021582736,15490.75,233.36268707482998,43.425,15490.75,233.36268707482998,23.58
true,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,139.0,3.0,4.0,4.0,135.0,0.9712230215827338,135.0,3.0,161.0,0.1032258064516129,16.0,138.0,524925987239120897,2.432230215827337,26.266762589928057,0.0,29.8075,2.504296296296296,26.16185185185185,-160401.33898305087,4951.016949152542,9357.185483870968,7057.2661290322585,5383.508064516129,112.0,25501.65322580645,114.0,0.0,4.0,0.03389830508474576,318909.0,501814.0,121267.0,503335.0,502111.0,3059.0,609553.0,0.04838709677419355,125.47,21.42050420168068,16.97,125.47,21.42050420168068,10.235
